Product Name,URL,Price
Asus RT-AC66U B1 1750 Mbps Router,/asus-rt-ac66u-b1-1750-mbps-router/p/itmffhezrzp9fjx5?pid=RTRFFHENYJUCEAZG&lid=LSTRTRFFHENYJUCEAZGJ7SHOZ&marketplace=FLIPKART&srno=s_3_87&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.RTRFFHENYJUCEAZG.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹7,999"
Asus ROG Voyager Backpack 23 L Backpack,/asus-rog-voyager-backpack-23-l/p/itm79ffcebf5055a?pid=BKPFGCEXH6ND8H2W&lid=LSTBKPFGCEXH6ND8H2WVFCSF8&marketplace=FLIPKART&srno=s_3_88&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.BKPFGCEXH6ND8H2W.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹15,837"
Asus ROG Strix Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,/asus-rog-strix-core-i5-8th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1050-ti-gl503ge-en269t-gaming-laptop/p/itmfc5y8jgmq4yzg?pid=COMFC5Y8FXEED6WF&lid=LSTCOMFC5Y8FXEED6WFGRQ5O6&marketplace=FLIPKART&srno=s_3_89&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.COMFC5Y8FXEED6WF.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹85,990"
Asus NVIDIA Rog Strix Geforce Gtx 1070 Ti Advanced Edition 8GB Gddr5 With Aura Sync RGB For Best Vr & ...,/asus-nvidia-rog-strix-geforce-gtx-1070-ti-advanced-8gb-gddr5-aura-sync-rgb-best-vr-4k-gaming-8-gb-graphics-card/p/itm069b4cb49c250?pid=GRCFJQGQKZFERH8G&lid=LSTGRCFJQGQKZFERH8G8IDKKM&marketplace=FLIPKART&srno=s_3_90&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.GRCFJQGQKZFERH8G.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹75,000"
Asus Mobile Battery For Asus Asus 4 Selfie c11p1511,/asus-mobile-battery-4-selfie-c11p1511/p/itmb41436ca1eaa1?pid=MITFMR33PMD5ZS4A&lid=LSTMITFMR33PMD5ZS4AXF0CHS&marketplace=FLIPKART&srno=s_3_91&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.MITFMR33PMD5ZS4A.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,₹792
Asus ugio Optical Wired Gaming Mouse with a Truly ambidextrous Wired Optical Gaming Mouse,/asus-ugio-optical-wired-gaming-mouse-truly-ambidextrous/p/itmb716310cf7771?pid=ACCFZ9ZTEKM4DXRX&lid=LSTACCFZ9ZTEKM4DXRXWGWII8&marketplace=FLIPKART&srno=s_3_92&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.ACCFZ9ZTEKM4DXRX.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹12,211"
Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK...,/asus-vivobook-14-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-x412fj-ek511t-thin-light-laptop/p/itmb84b305d0c225?pid=COMFQV988HSYFK8H&lid=LSTCOMFQV988HSYFK8H3BWRZ4&marketplace=FLIPKART&srno=s_3_93&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.COMFQV988HSYFK8H.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹59,990"
Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK513T Thin and ...,/asus-vivobook-14-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-x412fa-ek513t-thin-light-laptop/p/itmb3cae6d3586a8?pid=COMFQV98UWPSPEN6&lid=LSTCOMFQV98UWPSPEN6SAAH6T&marketplace=FLIPKART&srno=s_3_94&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.COMFQV98UWPSPEN6.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹55,990"
Asus ADP-65GD B 65 W Adapter,/asus-adp-65gd-b-65-w-adapter/p/itmed667bc62fe03?pid=ACCFPT7HGANGDR6N&lid=LSTACCFPT7HGANGDR6NWTJVTY&marketplace=FLIPKART&srno=s_3_95&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.ACCFPT7HGANGDR6N.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹2,299"
Asus ZenBook Flip 3 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX362FA-EL701T 2 in 1 Laptop,/asus-zenbook-flip-3-core-i7-8th-gen-8-gb-512-gb-ssd-windows-10-home-ux362fa-el701t-2-1-laptop/p/itmfj9mvkaenj3bh?pid=COMFJ9MVDGYD8G5M&lid=LSTCOMFJ9MVDGYD8G5MMJ4JF0&marketplace=FLIPKART&srno=s_3_96&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.COMFJ9MVDGYD8G5M.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹85,031"
Ambrane AWC-38 With 1 m Sync & Charge USB Cable 2.1A Fast 2.1 A Mobile Charger with Detachable Cable,/ambrane-awc-38-1-m-sync-charge-usb-cable-2-1a-fast-2-1-mobile-charger-detachable/p/itm3867604f65246?pid=ACCF6EBGFGYU32JS&lid=LSTACCF6EBGFGYU32JSAQAAEF&marketplace=FLIPKART&srno=s_3_97&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.ACCF6EBGFGYU32JS.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,₹329
Flipkart SmartBuy Edge To Edge Tempered Glass for Asus Zenfone Max Pro M1,/flipkart-smartbuy-edge-tempered-glass-asus-zenfone-max-pro-m1/p/itmf9d7mzjbz7ut3?pid=ACCF9D6BXYMP7GCY&lid=LSTACCF9D6BXYMP7GCYNRVSNG&marketplace=FLIPKART&srno=s_3_98&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.ACCF9D6BXYMP7GCY.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,₹185
Zebronics Zeb-K20 Wired USB Desktop Keyboard,/zebronics-zeb-k20-wired-usb-desktop-keyboard/p/itmfdkc4x6by3hte?pid=ACCFDK469A9W96HJ&lid=LSTACCFDK469A9W96HJAWAORU&marketplace=FLIPKART&srno=s_3_99&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.ACCFDK469A9W96HJ.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,₹340
Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK268T Thin and Light Lapt...,/asus-vivobook-14-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-x412fa-ek268t-thin-light-laptop/p/itmfg9ysjgee8p5h?pid=COMFG9YRRGMVCBYG&lid=LSTCOMFG9YRRGMVCBYGPL2RKR&marketplace=FLIPKART&srno=s_3_100&otracker=search&fm=organic&iid=807d180c-4b51-420b-ad34-4cc79851f510.COMFG9YRRGMVCBYG.SEARCH&ppt=sp&ppn=sp&ssid=d0lfiawn800000001596615524738&qH=cb6ab3315634a1e4,"₹50,990"
